"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Mg_7_29491282","OG0001141","Mg","Glyma.07G172400","Gmax_Wm82.a2.v1",7,29491282,29291282,30198160,30030699,30035054,"PTHR11802//PTHR11802:SF95 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SUBFAMILY NOT NAMED (1 of 9)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_7_3210155","OG0002691","Mg","Glyma.07G040200","Gmax_Wm82.a2.v1",7,3210155,3010155,3577325,3324393,3329481,"PTHR32378:SF9 - KERATIN-ASSOCIATED PROTEIN 29-1 (1 of 5)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_7_3210155","OG0002849","Mg","Glyma.07G041100","Gmax_Wm82.a2.v1",7,3210155,3010155,3577325,3408905,3410785,"PTHR12542:SF27 - EXOCYST SUBUNIT EXO70 FAMILY PROTEIN D3-RELATED (1 of 3)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_7_7010635","OG0000132","Mg","Glyma.07G084200","Gmax_Wm82.a2.v1",7,7010635,6810635,7863667,7759819,7763556,"PTHR24072:SF127 - RAC-LIKE GTP-BINDING PROTEIN ARAC7 (1 of 3)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_7_7010635","OG0004478","Mg","Glyma.07G076800","Gmax_Wm82.a2.v1",7,7010635,6810635,7863667,6979712,6987603,"K09338 - homeobox-leucine zipper protein (HD-ZIP)  (1 of 87)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_8_11647122","OG0000029","Mg","Glyma.08G150500","Gmax_Wm82.a2.v1",8,11647122,11447122,12043697,11575936,11583373,"3.2.1.119//3.2.1.21 - Vicianin beta-glucosidase // Beta-glucosidase / Gentobiase (1 of 4)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_8_11647122","OG0000238","Mg","Glyma.08G152000","Gmax_Wm82.a2.v1",8,11647122,11447122,12043697,11670654,11673089,"PTHR10024:SF256 - C2 CALCIUM/LIPID-BINDING PLANT PHOSPHORIBOSYLTRANSFERASE FAMILY PROTEIN (1 of 2)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_8_9138111","OG0006092","Mg","Glyma.08G119700","Gmax_Wm82.a2.v1",8,9138111,8938111,9338111,9219811,9222605,"PTHR23315:SF76 - U-BOX DOMAIN-CONTAINING PROTEIN 17 (1 of 4)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_8_9138111","OG0011213","Mg","Glyma.08G118400","Gmax_Wm82.a2.v1",8,9138111,8938111,9338111,9147404,9153858,"",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_9_45085291","OG0000109","Mg","Glyma.09G229100","Gmax_Wm82.a2.v1",9,45085291,44885291,45679123,45312137,45314098,"",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_9_47689548","OG0001207","Mg","Glyma.09G263400","Gmax_Wm82.a2.v1",9,47689548,47489548,48302842,48091634,48104775,"KOG2325 - Predicted transporter/transmembrane protein (1 of 6)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_9_47689548","OG0004478","Mg","Glyma.09G265200","Gmax_Wm82.a2.v1",9,47689548,47489548,48302842,48284550,48291475,"",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_9_4806625","OG0000049","Mg","Glyma.09G056300","Gmax_Wm82.a2.v1",9,4806625,4606625,5515271,5059486,5068979,"",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Gmax_Wm82.a2.v1_Mg_9_4806625","OG0000437","Mg","Glyma.09G057100","Gmax_Wm82.a2.v1",9,4806625,4606625,5515271,5155538,5159133,"PTHR31517:SF10 - PEROXIDASE 16-RELATED (1 of 6)",3,2,0.5,0.407410169491525,0.177776949152542,0.319998508474576
"Sbicolor_v3.1.1_Mg_10_3536844","OG0000772","Mg","Sobic.010G045100","Sbicolor_v3.1.1",10,3536844,3436844,3666747,3499965,3502278,"similar to Flowering locus T",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_10_3536844","OG0003859","Mg","Sobic.010G044400","Sbicolor_v3.1.1",10,3536844,3436844,3666747,3441135,3442798,"similar to At5g45920",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_10_8977082","OG0002082","Mg","Sobic.010G099000","Sbicolor_v3.1.1",10,8977082,8877082,9077082,8963316,8964932,"PTHR23315//PTHR23315:SF79 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_10_8977082","OG0009963","Mg","Sobic.010G098200","Sbicolor_v3.1.1",10,8977082,8877082,9077082,8875176,8881925,"similar to DeliriumA-like",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_1_18156709","OG0003411","Mg","Sobic.001G201000","Sbicolor_v3.1.1",1,18156709,18056709,18256709,18198583,18204192,"PTHR34452:SF2 - MYOSIN HEAVY CHAIN-RELATED PROTEIN (1 of 1)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_1_60304824","OG0000460","Mg","Sobic.001G315000","Sbicolor_v3.1.1",1,60304824,60204824,60404824,60350821,60353019,"similar to Putative uncharacterized protein OSJNBa0053C23.29",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_1_60304824","OG0001518","Mg","Sobic.001G314500","Sbicolor_v3.1.1",1,60304824,60204824,60404824,60267557,60269622,"similar to Ubiquitin carrier protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_2_4562018","OG0000258","Mg","Sobic.002G047700","Sbicolor_v3.1.1",2,4562018,4462018,4662018,4496872,4502690,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_2_4562018","OG0009989","Mg","Sobic.002G047400","Sbicolor_v3.1.1",2,4562018,4462018,4662018,4480449,4482844,"similar to Putative tyrosine phosphatase",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_2_73888394","OG0000262","Mg","Sobic.002G381700","Sbicolor_v3.1.1",2,73888394,73788394,73988394,73808199,73813489,"KOG0266//KOG4532 - WD40 repeat-containing protein // WD40-like repeat containing protein (1 of 1)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_2_73888394","OG0000810","Mg","Sobic.002G381500","Sbicolor_v3.1.1",2,73888394,73788394,73988394,73786624,73790284,"similar to Sister of ramosa 3",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_53194268","OG0000109","Mg","Sobic.003G202200","Sbicolor_v3.1.1",3,53194268,53094268,53294268,53189808,53194411,"similar to Lysine decarboxylase-like protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_53194268","OG0004945","Mg","Sobic.003G202900","Sbicolor_v3.1.1",3,53194268,53094268,53294268,53281760,53285048,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_5690488","OG0000061","Mg","Sobic.003G067300","Sbicolor_v3.1.1",3,5690488,5590488,5790488,5728729,5729667,"similar to Histone H2B.5",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_5690488","OG0000061","Mg","Sobic.003G067500","Sbicolor_v3.1.1",3,5690488,5590488,5790488,5731628,5732428,"similar to Histone H2B.5",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_64236764","OG0006269","Mg","Sobic.003G314800","Sbicolor_v3.1.1",3,64236764,64136764,64336764,64282837,64287422,"similar to Putative aspartic proteinase nepenthesin II",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_64236764","OG0012679","Mg","Sobic.003G314900","Sbicolor_v3.1.1",3,64236764,64136764,64336764,64290678,64296721,"similar to Exonuclease-1",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_65793191","OG0000577","Mg","Sobic.003G332700","Sbicolor_v3.1.1",3,65793191,65693191,65893191,65695776,65700138,"",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_65793191","OG0001311","Mg","Sobic.003G335200","Sbicolor_v3.1.1",3,65793191,65693191,65893191,65856615,65859309,"similar to Putative L-ascorbate oxidase",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_71560941","OG0000474","Mg","Sobic.003G409000","Sbicolor_v3.1.1",3,71560941,71460941,71660941,71660754,71662368,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_3_71560941","OG0001942","Mg","Sobic.003G408900","Sbicolor_v3.1.1",3,71560941,71460941,71660941,71654043,71655739,"K15400 - omega-hydroxypalmitate O-feruloyl transferase (HHT1)  (1 of 5)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_5580015","OG0011096","Mg","Sobic.004G067700","Sbicolor_v3.1.1",4,5580015,5480015,5680015,5515169,5519814,"similar to Chromosome undetermined scaffold_79, whole genome shotgun sequence",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_60097991","OG0000860","Mg","Sobic.004G255600","Sbicolor_v3.1.1",4,60097991,59997991,60197991,60171058,60174404,"similar to OSJNBa0084A10.16 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_60097991","OG0008740","Mg","Sobic.004G254800","Sbicolor_v3.1.1",4,60097991,59997991,60197991,60108846,60115112,"",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_63992803","OG0000804","Mg","Sobic.004G301200","Sbicolor_v3.1.1",4,63992803,63892803,64092803,64006967,64013199,"PTHR24115:SF405 - ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN (1 of 2)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_63992803","OG0001704","Mg","Sobic.004G301000","Sbicolor_v3.1.1",4,63992803,63892803,64092803,63965162,63967492,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_66845895","OG0003346","Mg","Sobic.004G336800","Sbicolor_v3.1.1",4,66845895,66745895,66945895,66868254,66874309,"",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_4_66845895","OG0011805","Mg","Sobic.004G335800","Sbicolor_v3.1.1",4,66845895,66745895,66945895,66785400,66787880,"similar to 50S ribosomal protein L9, chloroplast precursor",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_54128682","OG0001207","Mg","Sobic.006G185500","Sbicolor_v3.1.1",6,54128682,54028682,54228682,54061370,54070827,"similar to OSIGBa0147H17.5 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_54128682","OG0002331","Mg","Sobic.006G187100","Sbicolor_v3.1.1",6,54128682,54028682,54228682,54194635,54199815,"similar to H0404F02.2 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_56532461","OG0010034","Mg","Sobic.006G216800","Sbicolor_v3.1.1",6,56532461,56432461,56632461,56456307,56462044,"similar to H0818E11.8 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_56532461","OG0010637","Mg","Sobic.006G219000","Sbicolor_v3.1.1",6,56532461,56432461,56632461,56609264,56614643,"similar to H0114G12.8 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_57862288","OG0002128","Mg","Sobic.006G237700","Sbicolor_v3.1.1",6,57862288,57762288,57962288,57891068,57894045,"similar to H0306F03.12 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_6_57862288","OG0006198","Mg","Sobic.006G236800","Sbicolor_v3.1.1",6,57862288,57762288,57962288,57835757,57839348,"similar to H0423H10.8 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_7_2528634","OG0003415","Mg","Sobic.007G026600","Sbicolor_v3.1.1",7,2528634,2428634,2628634,2427051,2431277,"similar to Kelch repeat-containing protein-like",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_7_2528634","OG0006093","Mg","Sobic.007G026700","Sbicolor_v3.1.1",7,2528634,2428634,2628634,2437424,2441121,"similar to Putative uncharacterized protein OJ1163_G08.36",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_7_8881707","OG0002012","Mg","Sobic.007G076100","Sbicolor_v3.1.1",7,8881707,8781707,8981707,8813892,8818357,"similar to OSIGBa0152L12.11 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_7_8881707","OG0004005","Mg","Sobic.007G076600","Sbicolor_v3.1.1",7,8881707,8781707,8981707,8865541,8870462,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_8_1403555","OG0000578","Mg","Sobic.008G017300","Sbicolor_v3.1.1",8,1403555,1303555,1503555,1416534,1427488,"",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_8_1403555","OG0000578","Mg","Sobic.008G017800","Sbicolor_v3.1.1",8,1403555,1303555,1503555,1441606,1447951,"similar to Alpha-L-arabinofuranosidase C-terminus family protein, expressed",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_8_979311","OG0001303","Mg","Sobic.008G012400","Sbicolor_v3.1.1",8,979311,879311,1079311,1040993,1047087,"similar to Os11g0142500 protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_8_979311","OG0002230","Mg","Sobic.008G011100","Sbicolor_v3.1.1",8,979311,879311,1079311,914010,920248,"PTHR23198:SF4 - NUCLEOPORIN AUTOPEPTIDASE (1 of 2)",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_9_56610467","OG0000085","Mg","Sobic.009G224500","Sbicolor_v3.1.1",9,56610467,56510467,56710467,56657463,56659100,"similar to Putative uncharacterized protein",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Sbicolor_v3.1.1_Mg_9_56610467","OG0002639","Mg","Sobic.009G222200","Sbicolor_v3.1.1",9,56610467,56510467,56710467,56508972,56516436,"",3,2,0.5,0.424120331950207,0.172763900414938,0.310975020746888
"Gmax_Wm82.a2.v1_Mg_10_50868012","OG0000553","Mg","Glyma.10G290000","Gmax_Wm82.a2.v1",10,50868012,50668012,51068012,50825758,50828897,"K07901 - Ras-related protein Rab-8A (RAB8A, MEL)  (1 of 8)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_10_50868012","OG0000681","Mg","Glyma.10G290200","Gmax_Wm82.a2.v1",10,50868012,50668012,51068012,50840118,50841054,"PF13912 - C2H2-type zinc finger (zf-C2H2_6)  (1 of 91)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_10_50868012","OG0003551","Mg","Glyma.10G288400","Gmax_Wm82.a2.v1",10,50868012,50668012,51068012,50725819,50728149,"PTHR27000:SF102 - DISEASE RESISTANCE PROTEIN-LIKE (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_11_26169302","OG0000103","Mg","Glyma.11G190900","Gmax_Wm82.a2.v1",11,26169302,25969302,26660736,26361722,26367787,"PTHR22891:SF40 - PROTEIN ARGONAUTE 5 (1 of 7)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_11_26169302","OG0006269","Mg","Glyma.11G190800","Gmax_Wm82.a2.v1",11,26169302,25969302,26660736,26354575,26359492,"",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_11_26169302","OG0011805","Mg","Glyma.11G192500","Gmax_Wm82.a2.v1",11,26169302,25969302,26660736,26564447,26567750,"PTHR21368:SF18 - 39S RIBOSOMAL PROTEIN L9, MITOCHONDRIAL (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_16493900","OG0000049","Mg","Glyma.13G065400","Gmax_Wm82.a2.v1",13,16493900,16293900,17262998,16468213,16475472,"PTHR24093:SF264 - ATPASE 4, PLASMA MEMBRANE-TYPE (1 of 6)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_16493900","OG0002082","Mg","Glyma.13G069300","Gmax_Wm82.a2.v1",13,16493900,16293900,17262998,16917478,16919883,"PTHR23315:SF127 - U-BOX DOMAIN-CONTAINING PROTEIN 40 (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_21014295","OG0000085","Mg","Glyma.13G094400","Gmax_Wm82.a2.v1",13,21014295,20814295,21214295,20953293,20955191,"PTHR10641:SF472 - MYB DOMAIN PROTEIN 87 (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_21014295","OG0001838","Mg","Glyma.13G093800","Gmax_Wm82.a2.v1",13,21014295,20814295,21214295,20903249,20905141,"PTHR31319:SF14 - ZINC FINGER PROTEIN CONSTANS-LIKE 5 (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_21014295","OG0007027","Mg","Glyma.13G096000","Gmax_Wm82.a2.v1",13,21014295,20814295,21214295,21089008,21094727,"",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_34000158","OG0000051","Mg","Glyma.13G229700","Gmax_Wm82.a2.v1",13,34000158,33800158,34257492,34177848,34183941,"PF04852 - Protein of unknown function (DUF640) (DUF640)  (1 of 25)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_34000158","OG0000226","Mg","Glyma.13G228500","Gmax_Wm82.a2.v1",13,34000158,33800158,34257492,34080809,34082788,"K12761 - carbon catabolite-derepressing protein kinase (SNF1)  (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_13_34000158","OG0006092","Mg","Glyma.13G225900","Gmax_Wm82.a2.v1",13,34000158,33800158,34257492,33839206,33842428,"PTHR23315:SF76 - U-BOX DOMAIN-CONTAINING PROTEIN 17 (1 of 4)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_14_48016393","OG0000570","Mg","Glyma.14G213700","Gmax_Wm82.a2.v1",14,48016393,47816393,48216393,47868865,47871465,"PF03080//PF14365 - Domain of unknown function (DUF239) (DUF239)  // Domain of unknown function (DUF4409) (DUF4409)  (1 of 25)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_14_48016393","OG0000570","Mg","Glyma.14G213800","Gmax_Wm82.a2.v1",14,48016393,47816393,48216393,47875198,47878835,"PF03080//PF14365 - Domain of unknown function (DUF239) (DUF239)  // Domain of unknown function (DUF4409) (DUF4409)  (1 of 25)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_14_48016393","OG0001704","Mg","Glyma.14G216500","Gmax_Wm82.a2.v1",14,48016393,47816393,48216393,48144382,48146183,"PF00643 - B-box zinc finger (zf-B_box)  (1 of 44)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_14_9077966","OG0000238","Mg","Glyma.14G098500","Gmax_Wm82.a2.v1",14,9077966,8877966,10099951,9392505,9394832,"PTHR10024:SF226 - ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE-LIKE PROTEIN-RELATED (1 of 3)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_15_3453351","OG0000460","Mg","Glyma.15G043700","Gmax_Wm82.a2.v1",15,3453351,3253351,3688148,3446201,3448609,"2.4.1.122 - Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase (1 of 6)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_15_3453351","OG0002125","Mg","Glyma.15G042200","Gmax_Wm82.a2.v1",15,3453351,3253351,3688148,3303675,3304994,"PTHR22814//PTHR22814:SF82 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 4)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_15_3453351","OG0004184","Mg","Glyma.15G042900","Gmax_Wm82.a2.v1",15,3453351,3253351,3688148,3373579,3379318,"",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_15_48562471","OG0000570","Mg","Glyma.15G266100","Gmax_Wm82.a2.v1",15,48562471,48362471,50522907,50108902,50118073,"PF03080//PF14365 - Domain of unknown function (DUF239) (DUF239)  // Domain of unknown function (DUF4409) (DUF4409)  (1 of 25)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_15_48562471","OG0000960","Mg","Glyma.15G266600","Gmax_Wm82.a2.v1",15,48562471,48362471,50522907,50274290,50280981,"6.3.4.2 - CTP synthase (glutamine hydrolyzing) / UTP--ammonia ligase (1 of 8)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_16_29547943","OG0000058","Mg","Glyma.16G140700","Gmax_Wm82.a2.v1",16,29547943,29347943,30553896,29846716,29852078,"PTHR27001:SF192 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK4 (1 of 4)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_16_29547943","OG0001844","Mg","Glyma.16G141700","Gmax_Wm82.a2.v1",16,29547943,29347943,30553896,30005772,30007498,"K13789 - geranylgeranyl diphosphate synthase, type II (GGPS)  (1 of 6)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_16_29547943","OG0002183","Mg","Glyma.16G140300","Gmax_Wm82.a2.v1",16,29547943,29347943,30553896,29770874,29774750,"PTHR10174//PTHR10174:SF149 - RETINALDEHYDE BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_17_10255609","OG0000201","Mg","Glyma.17G127800","Gmax_Wm82.a2.v1",17,10255609,10055609,10455609,10211641,10214224,"PTHR22950//PTHR22950:SF298 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 9)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_17_10255609","OG0004072","Mg","Glyma.17G127100","Gmax_Wm82.a2.v1",17,10255609,10055609,10455609,10156928,10160180,"K03037 - 26S proteasome regulatory subunit N7 (PSMD6, RPN7)  (1 of 3)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_17_413904","OG0000152","Mg","Glyma.17G014300","Gmax_Wm82.a2.v1",17,413904,213904,1104110,1083939,1084481,"PTHR11945//PTHR11945:SF164 - MADS BOX PROTEIN // SUBFAMILY NOT NAMED (1 of 4)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_17_413904","OG0000262","Mg","Glyma.17G003600","Gmax_Wm82.a2.v1",17,413904,213904,1104110,386468,390234,"PTHR22847//PTHR22847:SF478 - WD40 REPEAT PROTEIN // SUBFAMILY NOT NAMED (1 of 10)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_18_20789892","OG0000058","Mg","Glyma.18G138700","Gmax_Wm82.a2.v1",18,20789892,20589892,21028376,20602067,20608132,"PTHR27001:SF36 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK12-RELATED (1 of 4)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_18_20789892","OG0000245","Mg","Glyma.18G139400","Gmax_Wm82.a2.v1",18,20789892,20589892,21028376,20923703,20930766,"K07937//K07977 - ADP-ribosylation factor 1 (ARF1)  // Arf/Sar family, other (ARF)  (1 of 11)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_18_20789892","OG0004202","Mg","Glyma.18G138900","Gmax_Wm82.a2.v1",18,20789892,20589892,21028376,20776568,20779100,"K02732 - 20S proteasome subunit beta 6 (PSMB1)  (1 of 2)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_18_4953024","OG0000226","Mg","Glyma.18G055000","Gmax_Wm82.a2.v1",18,4953024,4753024,5153024,4773932,4777558,"PTHR24347:SF167 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2 (1 of 11)",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
"Gmax_Wm82.a2.v1_Mg_18_4953024","OG0002928","Mg","Glyma.18G057900","Gmax_Wm82.a2.v1",18,4953024,4753024,5153024,5092695,5097651,"",3,3,0.666666666666667,0.407410169491525,0.118517966101695,0.308146711864407
